Gene	Microglia	Oligodendrocyte Mature	Oligodendroctye Myelinating	Oligodendroctye Precursor Cells	Committed Oligodendroctye Precursor Cells	Cerebrospinal Fluid-Contacting Neurons	Alpha motor neurons	Gamma motor neurons	Inhibitory	Epyndemal	Excitatory	Astrocyte	Endothelial	Vascular and Leptomeningeal Cells
1600012H06Rik	NA	0.0431331092813754	0.0640841336112001	0.0406389919054146	0.0346271680532222	NA	NA	0.114707866935281	0.0371305328616253	NA	0.0318061910415023	0.0469668218313862	NA	0.0672672793996312
1600014C10Rik	0.184637236468999	0.0794162302769058	0.0452678730212593	0.0469387877287573	0.0810128754570563	NA	0.192450089729875	NA	0.132069919872135	0.0851256530758749	0.115320550034207	0.0636519078860345	NA	0.0672672793996312
1700001C02Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0851256530758749	NA	NA	NA	NA
1700001L19Rik	NA	NA	NA	NA	NA	NA	0.142857142857143	NA	0.0214274782177742	0.0851256530758749	0.0420916068383757	NA	NA	NA
1700001O22Rik	NA	NA	NA	0.0497929597731969	NA	NA	0.100503781525921	NA	0.0479573560955966	0.148522131446501	0.045003516037041	0.019156525704423	NA	0.047511433814558
1700001P01Rik	NA	0.0591105751776591	NA	NA	0.0489995957550025	NA	NA	NA	0.0582307809033004	NA	0.0459334593790018	NA	NA	NA
1700003F12Rik	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	0.0275414869223928	NA	NA	NA
1700006E09Rik	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	0.019156525704423	NA	NA
1700007G11Rik	NA	0.0917985092043157	0.0607830673854831	0.0575197308543051	0.0522422974410716	NA	0.100503781525921	0.189405489524151	0.0888434928345295	0.837972982698615	0.0627146490491704	0.0585329998434574	0.103142124625879	0.0953462589245592
1700007K13Rik	NA	NA	NA	NA	NA	NA	0.100503781525921	NA	0.0214274782177742	0.162392450615408	0.0318061910415023	0.0270963907301702	NA	NA
1700008O03Rik	NA	NA	NA	NA	0.0489995957550025	NA	0.142857142857143	NA	0.0810544885142059	NA	0.0669085070630979	0.019156525704423	NA	0.047511433814558
1700010I14Rik	0.105409255338946	0.115795551464143	0.0452678730212593	0.0575197308543051	0.0566025141980128	NA	0.142857142857143	NA	0.0810544885142059	NA	0.0865557580692229	0.0664944964228774	0.103142124625879	NA
1700011H14Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158970659108583	NA	NA	NA
1700011I03Rik	NA	0.0263981838674227	NA	NA	NA	NA	0.100503781525921	0.154713186938819	0.0371305328616253	NA	0.0158970659108583	NA	NA	0.126563449052859
1700011L22Rik	0.105409255338946	NA	0.0452678730212593	NA	NA	NA	NA	NA	0.0371305328616253	NA	0.0318061910415023	0.019156525704423	NA	NA
1700012B09Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0851256530758749	0.0275414869223928	NA	NA	NA
1700012P22Rik	NA	NA	0.0452678730212593	NA	NA	NA	NA	NA	0.0214274782177742	0.419830029160508	0.0224846875206644	NA	NA	NA
1700013F07Rik	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	0.120824418666035	0.0275414869223928	NA	NA	NA
1700014D04Rik	NA	NA	NA	NA	NA	NA	NA	NA	0.0303099893180039	NA	0.0224846875206644	NA	NA	NA
1700016K19Rik	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0851256530758749	0.0158970659108583	NA	NA	NA
