Gene	Microglia	Oligodendrocyte Mature	Oligodendroctye Myelinating	Oligodendroctye Precursor Cells	Committed Oligodendroctye Precursor Cells	Cerebrospinal Fluid-Contacting Neurons	Alpha motor neurons	Gamma motor neurons	Inhibitory	Epyndemal	Excitatory	Astrocyte	Endothelial	Vascular and Leptomeningeal Cells
Chp1	0.149906337799172	0.222330393008949	0.196513342357859	0.10503130399358	0.148431208798588	0.14142135623731	0.301511344577764	0.363803437554499	0.211552950374962	0.114540532248182	0.179614146052934	0.156044600452972	0.146647115021353	0.135457092295719
Chp2	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	NA	0.180578779628654	0.047511433814558
Chpf	NA	0.0263981838674227	NA	NA	0.0346271680532222	NA	0.100503781525921	0.114707866935281	0.052546738120159	0.120824418666035	0.0318061910415023	0.0331922586977549	NA	0.047511433814558
Chpf2	NA	0.151932549417588	0.146581457030589	0.108057378264966	0.122020864861555	NA	0.175863114528165	0.290700949866906	0.13730979461799	0.172132593164774	0.103960709097623	0.120475425905517	0.103142124625879	0.0672672793996312
Chpt1	0.149906337799172	0.12473451297462	0.111455642515071	0.214303887696432	0.131634865890326	0.14142135623731	0.403473292392964	0.480435650552965	0.232142084717369	0.29699258055022	0.198150412783093	0.268435076054166	0.103142124625879	0.126563449052859
Chrac1	0.105409255338946	0.0373456843486636	0.0607830673854831	0.0287242494810713	0.0600480576769077	NA	0.100503781525921	0.163299316185545	0.0479573560955966	NA	0.0224846875206644	0.0257049496932849	0.103142124625879	NA
Chrd	NA	NA	NA	0.0575197308543051	NA	NA	NA	0.114707866935281	0.067214541422571	NA	0.0459334593790018	0.0428667670893307	NA	0.0824786098842323
Chrdl1	NA	0.0263981838674227	NA	0.0575197308543051	NA	NA	NA	NA	0.138726006133727	NA	0.0519831342089799	0.019156525704423	NA	0.047511433814558
Chrdl2	NA	0.052851642258169	NA	NA	NA	NA	0.100503781525921	0.114707866935281	0.0567700281465869	NA	0.0355649002533091	NA	NA	NA
Chrm1	NA	0.0263981838674227	NA	0.0575197308543051	0.0346271680532222	NA	NA	NA	NA	NA	0.0224846875206644	NA	NA	0.047511433814558
Chrm2	NA	0.0717935315169424	0.0640841336112001	0.193642766002424	0.0346271680532222	0.638159337803289	0.532818327873913	0.96660334879324	0.466042994449448	0.0851256530758749	0.396659090639729	0.0485106921010691	NA	0.0793450906783589
Chrm3	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	0.0224846875206644	NA	NA	NA
Chrm4	NA	0.0263981838674227	0.0452678730212593	0.0406389919054146	NA	NA	NA	0.114707866935281	0.0607036886578925	NA	0.0621112581668329	NA	NA	NA
Chrm5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0224846875206644	NA	NA	NA
Chrna10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158970659108583	NA	NA	NA
Chrna2	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	NA	NA	NA
Chrna3	NA	NA	NA	0.0287242494810713	NA	NA	NA	0.163299316185545	0.0582307809033004	NA	0.0739926761530151	NA	NA	NA
Chrna4	NA	NA	NA	0.0911731975607399	NA	0.202030508910442	0.142857142857143	0.114707866935281	0.124748240272865	NA	0.109966670479047	0.0257049496932849	NA	NA
Chrna5	NA	NA	NA	NA	NA	NA	NA	NA	0.0303099893180039	NA	0.0224846875206644	0.0331922586977549	NA	NA
Chrna6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158970659108583	NA	NA	NA
Chrna9	NA	0.0373456843486636	NA	0.0497929597731969	0.0346271680532222	NA	NA	NA	0.0214274782177742	NA	0.0318061910415023	0.0270963907301702	NA	0.047511433814558
Chrnb1	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0428845013935118	0.0851256530758749	0.0318061910415023	0.019156525704423	NA	0.0672672793996312
Chrnb2	NA	0.0263981838674227	NA	0.0406389919054146	NA	NA	0.100503781525921	0.163299316185545	0.0937885723118563	NA	0.0959412434825295	0.019156525704423	NA	NA
Chrnb3	NA	NA	NA	NA	NA	NA	NA	NA	0.0428845013935118	0.0851256530758749	0.0275414869223928	NA	NA	NA
Chrnb4	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	NA	NA	NA
Chrnd	NA	NA	0.0452678730212593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chrne	NA	NA	NA	NA	0.0346271680532222	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chst1	NA	0.0263981838674227	0.0452678730212593	0.0575197308543051	NA	0.25	0.142857142857143	0.163299316185545	0.16988481593962	NA	0.162149897710072	0.142506572652982	0.146647115021353	0.047511433814558
Chst10	NA	0.0751610934694315	0.0908153218373	0.103270950344886	0.0600480576769077	NA	0.229415733870562	0.348366507145809	0.20712355756557	0.120824418666035	0.179586442857087	0.239257835637696	NA	0.047511433814558
Chst11	0.288675134594813	0.0699895023619095	0.0785674201318386	0.663228063016936	0.362419470413027	0.291729982995789	0.349563318607246	0.53802758684897	0.279551792815789	0.327978232685552	0.396085411901232	0.330326629723043	0.614887322810518	0.351245631967009
Chst13	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Chst14	NA	0.0373456843486636	NA	NA	NA	NA	NA	NA	NA	NA	0.0224846875206644	NA	NA	NA
Chst15	NA	0.0457548917453887	NA	0.0999583593569287	NA	NA	0.100503781525921	NA	0.108784510560971	0.0851256530758749	0.0750249147531519	0.0718487431198737	0.169943715464835	0.119488726173088
Chst2	NA	0.166466156726121	0.165260171758799	0.0497929597731969	0.0489995957550025	NA	NA	0.114707866935281	0.0405180531938596	NA	0.0527913513734284	0.0884478013343241	0.103142124625879	0.0672672793996312
Chst3	NA	0.247648496833486	0.355515188732701	0.179185332777742	0.282502867140726	NA	NA	NA	0.0371305328616253	NA	0.0371140025999844	0.119892074767075	NA	0.12093481103138
Chst4	NA	NA	0.0452678730212593	NA	NA	NA	NA	NA	NA	NA	0.0158970659108583	NA	NA	NA
Chst7	0.105409255338946	NA	NA	0.0497929597731969	NA	NA	NA	NA	0.0607036886578925	NA	0.0459334593790018	0.0428667670893307	NA	NA
Chst8	0.105409255338946	0.184320427156516	0.408115461994278	0.0406389919054146	0.168940011659685	NA	0.432900913404002	0.408248290463863	0.144399617501964	NA	0.232310804639598	0.15158600226846	0.103142124625879	NA
Chst9	NA	0.0591105751776591	0.0452678730212593	0.0497929597731969	NA	NA	NA	0.234082294392261	0.119678972840954	0.252538136138053	0.202730369811279	0.0980791686755899	0.146647115021353	0.111420339342757
Chsy1	0.105409255338946	0.0457548917453887	NA	0.174518002987927	0.142711593004928	0.14142135623731	0.257774917556792	0.114707866935281	0.185531922270486	0.172132593164774	0.176827468067056	0.301165317717052	0.156556072771287	0.225649967566657
Chsy3	0.105409255338946	0.453715690899583	0.810665097134936	0.375975217637132	0.315453499677832	1.04052388892783	0.474217160147948	0.883516048643626	0.442032423837054	0.120824418666035	0.516908538209595	0.265863471552891	0.22298824387415	0.260296134799806
Chtf18	NA	0.0457548917453887	NA	0.0911731975607399	NA	NA	NA	NA	NA	NA	0.0420916068383757	0.0542525639180773	NA	0.0777322074336472
Chtf8	NA	0.110073279531974	0.128965176043832	0.0781516222925553	0.110096376512636	NA	0.175863114528165	0.163299316185545	0.0966512560581313	0.0851256530758749	0.102421313401946	0.0671866714864345	0.103142124625879	0.0953462589245592
Chtop	0.105409255338946	0.207920439910944	0.212671432418401	0.209927480941064	0.217554956775832	0.14142135623731	NA	0.201346816564207	0.146983624295365	0.172132593164774	0.145142031217498	0.142763533553561	0.180578779628654	0.166666666666667
Chuk	0.149906337799172	0.340431591092704	0.291129530994671	0.214916639500249	0.28854611032786	0.291729982995789	0.390566732942472	0.505992459226742	0.34062202479152	0.252538136138053	0.270513484528234	0.204514980522115	0.138972316383624	0.151794185179729
Churc1	0.105409255338946	0.0794162302769058	0.0740486845020946	0.0864585626556352	0.0943249068338217	NA	0.142857142857143	0.163299316185545	0.0744151167339224	0.0851256530758749	0.0611128809046646	0.0575541223257511	NA	0.0672672793996312
Ciao1	NA	0.0699895023619095	0.0452678730212593	0.0643356265818723	0.0489995957550025	NA	0.142857142857143	0.114707866935281	0.0951684535343384	NA	0.099757296697786	0.061542507858717	NA	0.0824786098842323
Ciapin1	0.105409255338946	0.127999954124825	0.0908153218373	0.0831717673779144	0.0983540479209807	NA	0.142857142857143	0.201346816564207	0.144069458222331	0.0851256530758749	0.149357734501468	0.110697749889833	0.180578779628654	0.111420339342757
Cib1	NA	0.0616913708934924	0.0640841336112001	0.0287242494810713	NA	NA	NA	NA	0.0214274782177742	NA	0.0158970659108583	0.0507392935530357	NA	0.047511433814558
Cib2	NA	NA	NA	0.0497929597731969	NA	NA	NA	0.163299316185545	0.0804146299007744	NA	0.0697705222707259	0.0520439925544713	NA	NA
Cib4	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0303099893180039	0.0851256530758749	0.0158970659108583	NA	NA	NA
Cic	0.105409255338946	0.235521877339552	0.332056464931356	0.149362832935027	0.172026436760496	0.202030508910442	0.301511344577764	0.319142369252113	0.228471308751172	0.212397697621437	0.181007799987202	0.137497958481772	0.282038037408883	0.200690540563117
Cidea	NA	NA	NA	NA	NA	NA	NA	0.201346816564207	0.0428845013935118	NA	0.0337376932580849	0.0288862956578585	NA	0.047511433814558
Cideb	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	0.0224846875206644	0.0331922586977549	NA	NA
Ciita	NA	0.0373456843486636	NA	0.0287242494810713	0.0346271680532222	NA	NA	NA	0.052546738120159	NA	0.0224846875206644	0.0331922586977549	NA	NA
Cilp	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	0.0224846875206644	NA	NA	0.047511433814558
Cilp2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019156525704423	NA	NA
Cinp	NA	0.125176697744925	0.111455642515071	0.0781516222925553	0.120750991482915	NA	0.100503781525921	0.201346816564207	0.107732603397143	NA	0.0958070472933269	0.0698490872130478	0.103142124625879	0.047511433814558
Cir1	0.105409255338946	0.144710244311475	0.17167901505579	0.104083299973307	0.106172462364243	NA	0.192450089729875	0.114707866935281	0.151672986506104	0.120824418666035	0.142771698826943	0.105696365026198	0.146647115021353	0.110263569283994
Cirbp	NA	0.133481932754011	0.101639453522718	0.12947764033294	0.0919462140612284	NA	0.175863114528165	0.263523138347365	0.168990952243166	0.172132593164774	0.151109779472023	0.130477462472739	0.103142124625879	0.138303194204478
Cisd1	0.105409255338946	0.116331440112438	0.101639453522718	0.0643356265818723	0.115540099372931	NA	0.142857142857143	0.154713186938819	0.0986470102070959	0.120824418666035	0.0697705222707259	0.0837785177974015	NA	0.047511433814558
Cisd2	0.214422506967559	0.169470606748226	0.204301231553936	0.130025094040885	0.131634865890326	0.291729982995789	0.192450089729875	0.234082294392261	0.189546134299757	0.0851256530758749	0.19991424204097	0.124070558801879	0.235702260395516	0.173673293839437
Cish	NA	0.0457548917453887	NA	0.0287242494810713	NA	NA	NA	NA	0.0371305328616253	NA	0.0371140025999844	0.019156525704423	0.103142124625879	NA
Cit	0.291294927732807	0.0699895023619095	0.0640841336112001	0.276683424360068	0.0810128754570563	0.309359216769115	0.700450086501335	0.975762612553042	0.494526951074761	0.148522131446501	0.430996066641161	0.167880558669707	0.169943715464835	0.20663627041098
Cited2	0.105409255338946	NA	NA	NA	NA	NA	0.100503781525921	0.114707866935281	0.0654970793554829	NA	0.0621112581668329	NA	NA	0.0824786098842323
Ciz1	0.149906337799172	0.204275387653398	0.17167901505579	0.146494543310531	0.137005584803978	NA	0.229415733870562	0.263523138347365	0.230037902492933	0.148522131446501	0.196292830550862	0.123104309671477	0.180578779628654	0.173673293839437
Ckap2	NA	0.052851642258169	0.0452678730212593	0.165560696441406	0.120750991482915	NA	NA	NA	0.0371305328616253	0.120824418666035	0.0318061910415023	0.070206361875339	0.103142124625879	0.126563449052859
Ckap2l	0.173748897105228	0.0263981838674227	NA	0.176094052017035	0.0346271680532222	NA	NA	NA	0.0406800696931551	NA	0.0355649002533091	0.0729749804404716	NA	0.0953462589245592
Ckap4	NA	NA	NA	0.0956630247769962	0.069379231313596	NA	NA	0.114707866935281	0.0832562798417445	NA	0.0844078309983276	0.069222420193368	NA	0.166666666666667
Ckap5	0.229983829830428	0.352158564874026	0.337425816536413	0.325959314420491	0.237664491043059	0.311085508419128	0.403473292392964	0.495082198204221	0.389926246654646	0.445963917062997	0.358458759133627	0.306592315072506	0.303239217431561	0.261843758167275
Ckb	NA	0.110381475273601	0.101639453522718	0.122730442459384	0.0600480576769077	NA	0.175863114528165	0.226871303243258	0.1369073577916	0.162392450615408	0.13748198399956	0.281645372220716	NA	0.117041147196131
Cklf	0.149906337799172	0.0699895023619095	NA	0.0968263741002544	0.065803082800413	0.14142135623731	0.281939170354487	0.114707866935281	0.0989430325313366	0.120824418666035	0.0781067276547377	0.106233402327478	0.103142124625879	0.178848310916412
Ckmt2	NA	NA	NA	NA	0.0346271680532222	NA	NA	NA	NA	0.0851256530758749	0.0224846875206644	NA	NA	NA
Cks1b	NA	NA	0.0452678730212593	0.0287242494810713	0.0489995957550025	NA	NA	0.114707866935281	0.0214274782177742	NA	0.0224846875206644	0.0331922586977549	NA	NA
Cks2	0.105409255338946	0.0263981838674227	NA	0.0643356265818723	0.0346271680532222	NA	NA	NA	NA	NA	0.0158970659108583	0.0406632500931602	NA	0.047511433814558
Clasp1	0.288675134594813	0.333149700270695	0.417789730779728	0.393462015909122	0.343242823715065	0.54139029200371	0.735135875995296	0.972875735293592	0.572454636067718	0.42691922456284	0.527904420193916	0.401928189207222	0.524763332691283	0.316815004713943
Clasp2	0.33129457822454	0.746461475435684	0.454317786160695	0.45485197829969	0.493193276293678	0.676123403782813	0.838617439863096	1.12524977243264	0.708514337666906	0.331490469785989	0.617529698746577	0.500180686285239	0.276783755857889	0.30746343206612
Clasrp	0.105409255338946	0.382318218048042	0.375318092261766	0.177946708528757	0.292083099349209	0.14142135623731	0.369274472937998	0.392651994602213	0.252721583459902	0.148522131446501	0.227386352435612	0.220162712372968	0.197642353760524	0.146328874267337
Clca1	NA	0.0263981838674227	NA	NA	NA	NA	NA	0.201346816564207	NA	0.0851256530758749	0.0275414869223928	NA	NA	0.047511433814558
Clcc1	0.105409255338946	0.121823599517061	0.0785674201318386	0.126146334954471	0.100402416112812	NA	0.274351630584367	0.189405489524151	0.154923084256714	0.0851256530758749	0.120371331488866	0.119074879115734	NA	0.117041147196131
Clcf1	NA	NA	NA	NA	NA	NA	NA	NA	0.045491111778701	NA	NA	0.0270963907301702	NA	0.047511433814558
Clcn1	NA	0.106817871887682	0.0640841336112001	0.0911731975607399	0.0716364363765102	0.14142135623731	0.100503781525921	0.163299316185545	0.139041290545584	0.0851256530758749	0.140098418683924	0.0383341585914639	NA	0.0672672793996312
Clcn2	NA	0.138291208648135	0.101639453522718	0.0575197308543051	0.110096376512636	0.202030508910442	0.239956909566871	0.274625188963809	0.143292345216164	NA	0.135571574729733	0.0925437312301869	0.103142124625879	0.200690540563117
Clcn3	0.241121411085206	0.265803478265128	0.287593630732165	0.2344528586036	0.252576026527885	0.431331092813754	0.557086014531156	0.512759656377866	0.346653132312877	0.120824418666035	0.310623879662496	0.250543799307388	0.259645393444749	0.194597437528985
Clcn5	0.274315067429599	0.19682090347415	0.158610317143629	0.162992582764617	0.1236044961718	NA	0.386555671742534	0.575828921962436	0.321309159455052	0.120824418666035	0.22004282434112	0.212369388119715	0.146647115021353	0.178848310916412
Clcn6	0.149906337799172	0.297273208536215	0.336376927865792	0.206457852843053	0.346704365937043	0.291729982995789	0.50709255283711	0.420542382164398	0.309802369411052	0.212397697621437	0.267658936173646	0.22286260329307	0.235702260395516	0.18191216899521
Clcn7	0.184637236468999	0.178168342298111	0.179175826756914	0.0911731975607399	0.164500062622195	0.14142135623731	0.217072381587726	0.290700949866906	0.207988162343964	0.0851256530758749	0.168095762405154	0.123100305832502	0.197642353760524	0.153998100701804
Cldn1	NA	NA	NA	NA	NA	NA	0.135388104721957	NA	0.0214274782177742	NA	0.050179587194306	NA	NA	0.063800911508867
Cldn10	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0303099893180039	NA	0.0510439614010587	0.189626615683303	NA	NA
Cldn12	NA	0.0591105751776591	0.0740486845020946	0.0705053365746256	0.0346271680532222	0.14142135623731	0.142857142857143	0.234082294392261	0.0832562798417445	0.120824418666035	0.0998773823500918	0.0553746868397268	NA	0.0672672793996312
Cldn14	NA	0.701482338416645	0.723445191674959	NA	0.0919462140612284	NA	NA	NA	0.0214274782177742	NA	0.0318061910415023	0.0270963907301702	NA	NA
Cldn15	NA	0.0457548917453887	NA	NA	0.0346271680532222	NA	NA	NA	0.0214274782177742	0.0851256530758749	0.0275414869223928	NA	0.103142124625879	NA
Cldn19	NA	0.0373456843486636	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019156525704423	NA	0.047511433814558
Cldn23	NA	NA	0.0452678730212593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Cldn5	NA	NA	NA	NA	NA	0.14142135623731	NA	NA	0.0214274782177742	NA	NA	0.019156525704423	0.51912209600131	NA
Clec11a	NA	NA	NA	0.0287242494810713	NA	NA	NA	NA	0.0303099893180039	NA	0.0158970659108583	NA	0.103142124625879	0.047511433814558
Clec12a	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	NA	NA	NA
Clec12b	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.019156525704423	NA	NA
Clec14a	NA	0.0263981838674227	NA	NA	NA	NA	0.100503781525921	NA	0.0214274782177742	NA	0.0158970659108583	NA	0.103142124625879	NA
Clec16a	0.265684465662029	0.364239987178753	0.279241843895831	0.297502170714947	0.326456871205056	0.329690236697894	0.651904168130422	0.752557666940679	0.432612769166167	0.263117405792109	0.413852006365037	0.289229996514771	0.377365954069971	0.273292511204566
Clec1a	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0303099893180039	NA	0.0369619986435138	NA	0.209656967344384	NA
Clec2l	NA	NA	NA	0.0575197308543051	0.0346271680532222	NA	0.142857142857143	0.340502612303499	0.146251327622695	NA	0.11149697385031	0.0270963907301702	NA	NA
Clec3a	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	0.019156525704423	NA	NA
Clec3b	NA	0.0373456843486636	0.0452678730212593	NA	0.0346271680532222	NA	0.100503781525921	NA	0.0371305328616253	0.0851256530758749	0.0318061910415023	0.019156525704423	NA	0.0953462589245592
Clec4n	NA	NA	NA	NA	NA	NA	NA	0.114707866935281	NA	NA	0.0158970659108583	NA	NA	NA
Clec5a	0.214422506967559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clec9a	NA	NA	NA	NA	NA	NA	NA	NA	0.0214274782177742	NA	NA	NA	NA	NA
Clgn	NA	0.198706000806505	0.128965176043832	0.0968263741002544	0.069379231313596	0.14142135623731	0.294883912309794	0.275838642183685	0.274190280645829	NA	0.279463352192389	0.0270963907301702	NA	NA
Clhc1	NA	0.0837414038627107	0.0908153218373	0.0406389919054146	0.0346271680532222	NA	NA	0.163299316185545	0.0371305328616253	NA	0.047739480405262	0.0507392935530357	NA	0.047511433814558
Clic1	0.214422506967559	NA	0.0452678730212593	NA	NA	0.14142135623731	0.142857142857143	NA	0.0214274782177742	0.120824418666035	0.0275414869223928	0.069222420193368	0.180578779628654	0.106721701823439
Clic3	0.105409255338946	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Clic4	0.149906337799172	0.449422994709347	0.360133904673221	0.145064713296415	0.116951124642715	0.14142135623731	0.100503781525921	0.234082294392261	0.103621212548105	0.193166852321564	0.0621112581668329	0.307872401335258	0.323498319610315	0.316815004713943
Clic5	NA	0.0263981838674227	0.0452678730212593	0.0287242494810713	NA	0.291729982995789	0.100503781525921	0.189405489524151	0.0567700281465869	0.0851256530758749	0.135669067193741	0.019156525704423	0.22298824387415	NA
Clic6	NA	0.0263981838674227	NA	0.0287242494810713	NA	NA	NA	0.114707866935281	0.0303099893180039	NA	0.0355649002533091	NA	NA	NA
Clint1	0.408248290463863	0.324767617231074	0.351945980437686	0.223202470668136	0.275397125938727	0.311085508419128	0.487466678221432	0.422118008417791	0.316798508403838	0.252538136138053	0.310407760153103	0.212290609253694	0.373611569995444	0.277928513961147
Clip1	0.288675134594813	0.168631604209412	0.165260171758799	0.163043085136355	0.209165006633519	0.410791918128875	0.679096621483372	0.624413081822364	0.47061849336915	0.293150984988964	0.440974440403077	0.337265789145725	0.471621109141899	0.279214281605729
Clip2	0.149906337799172	0.382689952546866	0.348358838013354	0.286874103341161	0.324990676065787	0.291729982995789	0.512915119570985	0.476044856117542	0.320451727716353	0.236514749052436	0.264677878217401	0.292112628588815	0.180578779628654	0.101187488603233
Clip3	NA	0.284132793564739	0.312923863336871	0.132730741218564	0.222419590653952	0.14142135623731	0.252645576319956	0.361390069137348	0.225995513531377	0.139856720255013	0.217766990513481	0.125224567433873	NA	0.143838990445615
Clip4	NA	0.100015628663063	0.128965176043832	0.213627318015474	0.193439124095121	0.365148371670111	0.312460280549152	0.325183218088466	0.276007366552752	0.263117405792109	0.254970415589671	0.16521123148691	0.138972316383624	0.218101600384816
Clk1	0.394405318873308	0.401433059710288	0.382493320214724	0.251385557697315	0.298109437564117	0.311085508419128	0.493196961916072	0.557176820578236	0.342860005276985	0.293150984988964	0.32201197705756	0.268435076054166	0.436553643711183	0.38579222329449
Clk2	0.149906337799172	0.186534557210078	0.176216710117597	0.136394462459347	0.193046835626336	0.14142135623731	0.175863114528165	0.189405489524151	0.187442589292759	0.172132593164774	0.167566248230323	0.160049943374715	0.282038037408883	0.168442574737998
Clk3	0.105409255338946	0.194350740788844	0.190880077209896	0.0769640746278386	0.125758042121174	NA	0.373632358878537	0.348366507145809	0.170412308919036	0.148522131446501	0.177581117879004	0.132577859179517	0.180578779628654	0.126563449052859
Clk4	0.214422506967559	0.303340088226854	0.347037956102497	0.190131349217428	0.242279229754075	0.202030508910442	0.403473292392964	0.536116015583945	0.287322538526132	0.232747032057864	0.271298311483644	0.232827093748825	0.169943715464835	0.195427065970392
Clmn	NA	0.445499807839711	0.176216710117597	0.108057378264966	0.0346271680532222	NA	0.487056787394849	0.201346816564207	0.181879569592158	0.172132593164774	0.12354802442027	0.125224567433873	0.235702260395516	0.317653193225271
Clmp	NA	0.052851642258169	NA	0.0781516222925553	0.0489995957550025	NA	0.575757575757576	0.361719672530161	0.375047173089479	NA	0.306103427689246	0.0469668218313862	NA	0.388888985049343
Cln6	NA	NA	NA	0.0406389919054146	NA	NA	0.175863114528165	NA	0.0567700281465869	NA	0.0510439614010587	0.0469668218313862	NA	0.0672672793996312
Clnk	NA	0.0263981838674227	NA	NA	NA	NA	NA	NA	0.0350043211125975	NA	0.0158970659108583	NA	NA	NA
Clns1a	NA	0.143872033854698	0.146581457030589	0.0968263741002544	0.14416100751597	0.14142135623731	0.217072381587726	0.201346816564207	0.188129541884003	0.0851256530758749	0.157331464262946	0.122547936632945	0.103142124625879	0.117041147196131
Clock	0.310460210282533	0.366396771161671	0.31381981354656	0.279967824072568	0.299678717542086	0.202030508910442	0.410151556214798	0.575828921962436	0.426297319948741	0.247120825286086	0.412953517995983	0.279118436852456	0.329571834741589	0.274530255848539
Clp1	0.149906337799172	0.0457548917453887	0.0607830673854831	0.0406389919054146	0.0489995957550025	NA	NA	NA	0.0804146299007744	NA	0.047739480405262	0.0383341585914639	NA	NA
Clpb	0.105409255338946	0.198161225564382	0.143006123127951	0.178254130406016	0.19245711948495	0.202030508910442	0.45714439920786	0.439137655344973	0.293212691429404	0.193166852321564	0.262533922139665	0.211515413668227	0.22298824387415	0.146328874267337
Clpp	NA	0.122191029063957	0.144488154263034	0.0999583593569287	0.104383350095883	NA	0.229415733870562	0.201346816564207	0.166916063266737	NA	0.13526360481987	0.112048149943682	0.146647115021353	0.126563449052859
Clpsl2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0158970659108583	NA	NA	NA
Clptm1	0.149906337799172	0.148539748685333	0.151698886947977	0.123358120526046	0.14919557999722	0.14142135623731	0.252645576319956	0.201346816564207	0.202913820835073	0.0851256530758749	0.179586442857087	0.138667641794648	0.209656967344384	0.151794185179729
Clptm1l	NA	0.0992234262979312	0.120510669970603	0.116344730248879	0.130584743183319	0.14142135623731	0.100503781525921	0.201346816564207	0.13142897738743	0.0851256530758749	0.135347974896852	0.094302585405856	0.103142124625879	0.117041147196131
Clpx	0.184637236468999	0.187957564739369	0.158610317143629	0.154067131746205	0.16061919498779	0.202030508910442	0.204124145231932	0.341632415297964	0.218147531148677	0.139856720255013	0.174976044443092	0.160127461306611	0.282038037408883	0.138303194204478
Clrn1	NA	0.167831797193049	0.0452678730212593	NA	NA	NA	NA	NA	0.0567700281465869	NA	0.0389643250099598	0.0331922586977549	NA	NA
Clspn	0.149906337799172	0.0263981838674227	0.0640841336112001	0.156855719108179	0.0346271680532222	NA	NA	0.201346816564207	0.0303099893180039	0.0851256530758749	NA	0.0671866714864345	0.103142124625879	0.126563449052859
Clstn1	0.184637236468999	0.214597679449942	0.202016486317407	0.205173633616192	0.189345270105307	0.462910049886276	0.373632358878537	0.471404520791032	0.371456390682983	0.182913228254908	0.342564066597734	0.205476286688189	0.246564483786721	0.199531066177734
Clstn2	0.105409255338946	0.150286025728733	0.177892016741205	0.353365417841793	0.145392790714993	1.06270673436842	0.941945526052619	1.06924244930097	0.542892068124159	0.495605868008216	0.448296846069686	0.128353325906213	0.169943715464835	0.253524346195237
Clstn3	NA	0.0457548917453887	0.0452678730212593	0.139479917286157	0.0776150525706333	0.25	0.379690347158577	0.58507588194923	0.40315131286071	NA	0.307722463540171	0.0383341585914639	NA	0.047511433814558
Clta	0.29185420270889	0.189904017225252	0.20106101540302	0.121478642709133	0.168857258424468	0.14142135623731	0.301511344577764	0.163299316185545	0.196489690019808	NA	0.198073411173551	0.144911269013277	0.103142124625879	0.146328874267337
Cltb	NA	0.101794064020813	0.123647839536203	0.0924774814244748	0.122020864861555	0.202030508910442	0.351561524655326	0.442325868464691	0.285374085238196	NA	0.253803690332486	0.0737012004840471	0.209656967344384	0.0824786098842323
Cltc	0.462329200909568	0.318394568616068	0.342242639083465	0.186315827563963	0.240791577739636	0.274410649974226	0.415581386885649	0.546229857434578	0.321727853337934	0.172132593164774	0.304194045849494	0.232241866185905	0.398166529690598	0.241666837915904
Clu	NA	0.0263981838674227	NA	0.0287242494810713	0.0489995957550025	NA	0.142857142857143	0.234082294392261	0.0838425771243925	0.0851256530758749	0.07972747887249	0.138451225925297	NA	NA
Cluh	0.105409255338946	0.127748712538994	0.101639453522718	0.111896684997915	0.0655403131366345	NA	0.175863114528165	0.341632415297964	0.215686082623846	0.120824418666035	0.152679506968713	0.193262249939042	0.146647115021353	0.117041147196131
Clvs1	0.142054117143114	0.133481932754011	0.183133951918236	0.10503130399358	0.0655403131366345	0.291729982995789	0.803251851403334	0.816558811527331	0.551688494350613	NA	0.57419627074289	0.0542525639180773	NA	NA
Clvs2	NA	0.0263981838674227	NA	0.110862157772373	NA	0.431331092813754	0.33269439593673	0.477273959903348	0.323748331924808	NA	0.317716757474397	0.0445517259116026	NA	NA
Clybl	NA	0.121317992726841	0.165260171758799	0.0968263741002544	0.0878855596252013	NA	0.229415733870562	0.408248290463863	0.150173420080168	0.247120825286086	0.0999962194960575	0.282605569773153	0.103142124625879	0.263761719642003
